day_of_week,hour_of_day,avg_last_7_days,rainfall,aqi,temperature,zone_demand_score,is_weekend,working_hours,daily_income
2,7,516,51.00005279679405,85,41.30125587284553,0.45241010483851374,0,9.898825207932324,815.6690775294118
6,11,1126,19.61223602758543,159,20.504034228496785,0.8127431122245163,0,4.903916164640702,1103.87726842384
3,10,1099,47.97151068421633,296,19.527977549783884,0.8144219429371209,1,6.027036920510707,1022.5481308391081
5,9,1038,54.80383987743069,70,34.58119865353733,0.4750926206431525,1,7.161150824970724,1012.5969093833669
0,10,329,0.35600743722783434,236,24.082180166368232,0.7580453301210922,0,4.405800177030514,510.1125081350838
0,20,855,54.01570074184164,249,20.715006913117755,0.9675230273429518,1,6.008125306289972,861.1087057309521
3,17,987,60.25089455502569,254,17.855415725240828,0.6056002605200119,1,9.812044801023228,1049.7840408739362
5,6,637,21.13837421237106,215,22.426513531961973,0.841001977531282,0,6.653970992256051,823.0935858568139
2,13,786,77.98593830129165,162,29.548871420899054,0.9202144034222175,1,6.742828474754405,923.9086537375226
0,21,1077,5.70094706279728,114,32.297049368823,0.3788754464293866,1,6.812918419267663,1067.7090153806062
5,12,689,94.19120753518578,299,28.59205938414995,0.48722650248249577,1,10.095605345701486,748.6020698061898
3,19,536,13.292807523928673,249,24.512122863821048,0.515149461364971,0,9.752766781035191,771.7488546538436
0,21,459,38.33223186247792,86,23.516435504777988,0.38402796421908203,1,7.8365507969105375,808.1065712154802
4,13,758,96.5463576234105,123,35.479818536938055,0.7249759919870353,1,9.365422606915686,897.8227637629557
3,7,335,30.34368806851321,104,15.783080932768897,0.35544535309760106,0,6.823530853570482,591.0165862233688
3,12,845,69.79847937675461,142,24.935351653086737,0.751768225798058,0,11.59398801719341,1215.0000982522245
1,7,1104,81.16210713072509,241,41.65431149164315,0.6799867685430789,1,11.808513478729584,1203.5886451250467
4,16,545,45.37382655898252,166,22.12671820720984,0.8294131324906291,1,7.535878836050541,949.6506694603715
0,11,486,69.9611264204561,239,19.45687894097137,0.6552883118682433,0,4.915046552553808,534.504376618803
5,7,638,99.773559926679,141,18.411558913049117,0.8851061281033137,1,8.664629763949552,1028.587953610771
1,19,939,52.586686605857146,220,36.224488522752985,0.9100383941586518,1,7.035745306577283,997.1617816716699
5,6,406,25.879113566156864,111,27.831219377671893,0.8805807020576923,0,9.346085862763912,1013.4758777802825
5,7,524,21.974313850257023,246,44.282442834239404,0.7520966325392808,1,10.266110230598517,914.1342237559816
5,13,1001,63.85004090176659,287,24.09387628902452,0.8869271734067903,0,7.834809179160774,1023.1804897720774
2,15,607,98.93229007903416,267,30.382064411552463,0.5505632256238712,0,5.1818821712697645,358.1647131980669
1,16,913,44.783399523028386,108,17.981096872226644,0.5110341970475597,1,6.8082230532006704,892.110999094183
3,16,582,94.08404042016333,110,37.758918123428096,0.5313724418127322,0,10.659328248506053,799.4054275507805
2,9,604,73.57638888966342,143,28.29461063687341,0.849135211292412,1,11.688398966479127,1051.1709779778994
0,12,871,36.820426522107894,112,39.84322909456812,0.9763592880820837,1,9.08463988615619,1208.2792997803567
2,13,577,27.34118230792716,56,24.650895646206006,0.6541451388447772,1,6.751546546480358,831.1483164504473
4,14,540,8.26033404646993,53,23.444610473683245,0.8781403221058262,0,11.501876647999158,1192.7453736579535
0,11,406,98.32408398407186,214,18.92096756870173,0.7003100036723071,0,4.215730419400823,476.45360645347137
0,16,1044,44.472992080459825,206,16.44328214554889,0.5333561990300035,1,7.453734992965349,935.2111417555144
4,16,1146,10.420565114427172,261,22.112106399619055,0.5661232415814328,0,7.730210054158535,1092.5556579952483
3,6,978,65.75817320472616,133,44.804975838133025,0.35587541632750913,0,8.465607860019269,860.1805882178323
1,9,657,55.63396675372804,118,43.91060462143092,0.5767040075013093,1,4.205409249716226,647.1825050805533
5,15,305,79.36956147058815,216,31.40998799794517,0.5821494033188495,1,8.961508850428048,517.3418366357033
0,21,896,82.14218785995195,77,24.396071193466298,0.6609873790192639,1,8.233922152367251,1058.253937002257
4,16,825,37.86259941679384,215,30.799066400926,0.5757955864079083,0,7.509360488735851,873.2900912203005
2,12,1121,93.90473903714378,109,20.032010800651527,0.5494700719066519,0,7.863822135408535,1024.0777966343512
3,22,471,50.9666019057168,96,18.750980013394624,0.6779137951438667,0,10.804903916131162,1003.7808800398153
4,15,754,85.84920408747323,252,20.64199605779277,0.7589106075312879,0,10.426617147183311,910.4820064587154
1,19,573,99.70447783072893,286,38.324042925508415,0.950243711763489,0,9.577142421053411,868.6862198634514
0,22,742,95.97143630293212,72,33.76975588291756,0.5380599476760942,0,4.931002037646672,752.6357376468135
3,17,584,19.134742239908487,104,22.041071008934185,0.46261300286849877,0,10.982487053873182,972.8726402637918
0,7,380,72.82536933278374,277,25.365355471622664,0.31543839282367436,1,6.756078918897578,286.15007035684266
4,14,716,52.48166197410069,218,28.485065453368005,0.3577563349868331,0,7.208798846419895,663.9142392065482
5,17,1072,61.32373730538205,129,38.2003425162071,0.6652455141924273,0,7.021720686803557,1161.217172708973
6,18,452,13.231029984963305,295,33.0996459342156,0.5706878314914025,1,10.082645991403494,771.8987670842386
3,7,985,73.53153515422106,71,34.91631960063751,0.4767410224898383,0,8.311894481841385,1061.6825130834147
1,15,596,16.54547862816265,260,25.106312494896663,0.7796162955482548,0,7.063150133570121,919.107111806994
4,10,531,58.85434576970552,198,26.6942301893298,0.9711327560670768,1,5.784251451009097,693.1965260739149
1,10,494,46.979423774191496,234,40.65652485371463,0.3121254742684205,1,8.207355241382139,574.5383571812636
2,20,818,48.565525655723654,270,17.27498363599695,0.659100753906968,1,11.569561963956028,1004.6476347532193
1,17,1095,7.014923198111822,247,41.34556800687636,0.5031261976375907,0,9.470584657997017,1043.11881248494
4,11,954,63.80423440986453,149,27.644031006003864,0.5688489783169612,0,10.79310949942245,1176.8058182298846
4,11,658,54.017393622479815,186,36.64908986010991,0.8045721377537915,0,6.752320689476986,906.5566616474639
0,10,1169,76.94776395694018,76,18.969073890592426,0.9758851747825383,0,4.3696916677411375,1248.4150303294352
5,6,729,84.1868502459764,113,39.31254872383012,0.3346295913190363,1,6.473343658480927,636.3087486044059
6,9,638,10.879275590406245,167,40.083379212968254,0.4611037556665566,0,6.428019314266972,802.8759893080866
1,18,563,94.87928035996141,291,18.755650158620277,0.9691703860308403,1,11.61920955975198,932.9784468103818
4,7,821,18.305282519743706,69,28.747088793503316,0.4641520688015686,1,10.169734232151505,1267.3899727820576
0,13,543,62.83310566187088,158,35.661646761667896,0.7327337314615991,1,11.69666914170557,1006.4959385283302
2,19,393,6.539929637046937,105,39.96300395788717,0.6171555353233256,0,7.663550164936567,843.9263480199706
6,8,565,41.64214144617687,242,40.27492814524701,0.6999166237955332,0,5.234827437893731,669.4874187390832
2,16,994,63.01832113646786,131,33.28685034011319,0.9995920684773019,1,5.3425251906961195,1196.0023641009186
1,9,1017,91.54268677504828,109,32.81073973434971,0.5574582582201044,0,5.895228862481493,937.311441481798
1,9,485,34.48353112040987,206,37.363595599970495,0.3109428083374324,1,4.421364319925864,430.7323930716023
1,9,1024,32.50473664413316,278,39.562390752094096,0.43602990620574494,1,5.845485203865443,727.5097000278573
5,8,370,4.9023747479926545,83,28.113006156766602,0.6144669074512741,1,7.65699894138035,893.1501335897443
3,13,676,5.173779489977914,136,22.43385268248784,0.892955639669297,1,11.674273730169979,1212.412196718405
4,12,1111,57.71378763209154,222,24.15321952770901,0.7213917612514433,0,9.312762824606857,1223.1458102672152
2,19,670,63.25972520371911,160,21.21522930137252,0.6416803146539204,0,6.745321917414343,775.8050498700469
1,14,970,83.79917904979791,268,36.022612763308196,0.9108086511873448,1,10.942220946946188,1169.0606674140424
3,11,958,1.478635694451147,286,23.7352957163486,0.45148991505384234,0,4.023816863865194,701.139421205536
3,8,991,41.628963177473445,178,24.684579301947675,0.5086256691971396,0,9.182822526202388,1110.9345045389352
3,12,925,97.37773306374173,124,42.50582794798241,0.6922960362461379,0,7.850661514343571,974.07317843995
5,7,968,98.88646983415822,117,42.91457628073884,0.5646413348702906,0,5.033832432386394,835.4524168019767
4,21,596,41.062854617430176,286,15.07430775872741,0.672049256949991,0,6.028232252872291,671.8864676228936
3,16,303,72.28619099244985,73,17.225309497243945,0.7108601659421668,0,11.766047775785298,884.4891815727326
4,9,742,19.355091950361903,289,39.88895814568941,0.49985772707125004,0,11.702560464402676,1030.0215009586173
5,15,728,71.47349548977921,132,44.62110910078752,0.40972555534414423,0,5.9487124637651,674.05624721546
1,13,1129,26.363580053202686,100,32.039245638812766,0.38530984014343156,1,8.380476165986991,1141.028449865204
5,19,645,14.53591023955838,83,37.76972324230998,0.49525813854128187,0,9.441096965354802,1060.1801182769552
1,20,990,67.97008641064284,81,42.61342275986991,0.9844487485798699,0,7.004558319965419,1217.865756965327
1,14,691,4.185707073803824,295,17.555345108030394,0.745630108294626,0,8.031738295279172,997.054878308498
3,21,654,61.99996098802125,65,36.006588271574216,0.9444757539891941,0,10.244822928485625,1174.94431621151
3,16,523,17.500390964545698,117,24.645147888420205,0.611676732996155,0,11.69681743233243,1083.7621408093291
4,20,408,28.986151468133237,291,24.740412987671775,0.8041192450147412,0,4.240910149206939,508.6170975570962
4,13,1112,99.21549141887319,67,25.579925348251706,0.972419466257094,1,8.213164211104754,1354.8570797394143
2,14,698,2.5571072327034816,165,23.537368558009156,0.36521070203830563,0,7.000169231933796,675.3772504369888
6,15,574,88.8591912959366,216,24.493084395264827,0.8029448509989863,1,7.482114929464923,736.523262951844
5,10,770,73.92252288717825,97,35.749953114757574,0.9085522167436149,0,6.88961587490236,973.5657686421629
5,20,348,2.6932807392477387,178,32.98920869316362,0.37219090079494327,0,10.622809552419692,666.4363499735396
6,18,1149,64.47306231851236,277,30.98899055875578,0.4472913329453192,0,6.002418417219178,814.2310499795202
1,7,489,76.47570320965752,81,35.790711067397694,0.7599395948742842,0,9.281683227297558,954.3627846898237
0,20,485,83.91458039386421,281,44.336871169854774,0.9690206380701905,1,11.394158931681728,902.2089948972653
4,13,646,95.3007318324183,201,43.88232634339385,0.8655458098769022,0,4.039165720390967,562.1124353157913
1,16,971,92.60902243361855,84,22.64615057037511,0.8849754250529394,0,8.479823007847708,1120.3224692261506
3,9,871,42.471528376094824,260,35.74133804173438,0.6320874753644283,0,10.433623383259118,969.5973936399059
5,16,1032,97.00387461545888,74,29.903687124147282,0.3696038849508442,1,7.005765767603485,863.8137532793017
4,17,1142,58.81553149762288,221,19.004110781121568,0.5497474879997524,0,4.451193778111444,813.052787035955
2,21,416,61.77662670469556,77,42.183424074947425,0.6676278117820948,1,6.230981640421328,605.5502591775052
2,12,674,26.14169099036593,195,23.15149330532184,0.8670305561182587,1,11.923345331934062,1145.3377533325759
1,12,303,46.160117097364406,108,17.544426533463948,0.7812301331140162,1,8.18057863086132,821.905699481365
2,22,710,20.624164307343605,262,30.27746182693075,0.578455179978087,1,11.977627082313017,1059.933844609177
0,20,998,19.34020958065862,70,40.81875489798142,0.7156053906910307,0,4.127617005049664,1044.3919454794136
0,14,559,5.02398483052392,232,18.725363784366053,0.8207444588989117,1,11.239325069957543,1076.1940307852378
0,7,331,2.5009332063672396,79,29.59827792955968,0.7360757732556311,1,6.239602917022817,737.0278555363103
0,15,957,51.56959151077469,254,25.306317820906774,0.6098264473361308,1,4.119347921240126,724.5701061476587
3,7,967,36.52971943391889,285,42.11918606407699,0.9510023870543567,0,11.08847641748427,1319.163794753473
5,19,814,35.14902017431017,246,38.499476242229434,0.9015970978294903,0,8.547592404252441,1053.7790507156146
4,20,395,44.49920362827592,212,29.57065012948884,0.6497543026519281,1,4.0734918144420975,418.12231476911506
2,6,784,93.82596246201875,170,19.72369998066685,0.5166503375896732,0,5.605156959376966,692.1981590597799
2,7,753,57.801033799773386,118,26.693285404954487,0.6159931817122758,0,6.073569257886594,828.1964544059812
0,9,384,34.35686477331318,297,39.03539447811413,0.7741553541078618,0,5.3113696484031365,422.53376726532827
5,8,882,10.501934661293777,178,28.455487154922395,0.6830120670886165,0,11.60500691789532,1233.0882457952662
1,9,1071,93.06502500913116,143,36.254744515119384,0.5680983296591591,1,8.198909442026974,1009.7999255253787
2,20,472,25.525115306268674,243,17.67728701497681,0.8896867036804019,1,9.134082009303581,886.4102475919585
5,21,547,44.69538959105718,247,34.87487904626023,0.4461674337268445,0,8.775661790782799,637.8591472103019
0,17,783,91.20164714184405,275,31.247409882580204,0.8204686083647112,0,6.968690519188645,774.7702652676298
1,7,984,84.01635619858719,210,44.35983237763553,0.9397850642083823,1,11.744595528867325,1301.6450923771447
1,9,566,28.205820428681193,90,42.78055810625063,0.7222436801643621,0,9.19711820391199,1000.6469504592569
1,9,913,46.559174086337585,270,38.73715182261506,0.4130090751175615,1,9.965066959645993,925.5856053975211
5,7,713,32.12529202772363,145,44.292882679628434,0.9333368903633499,1,4.676901938116272,878.7393791729129
1,16,1142,61.36489523230551,221,23.451211771833748,0.6718071192632433,0,8.511890212655434,1135.4637759528111
6,12,526,47.10411915344033,144,15.484830766635625,0.9283395567451023,1,8.715905728684671,1010.869862136246
2,7,593,65.38167482755948,97,35.66787761087447,0.8571043375092875,0,10.182557162584818,1067.8200554128236
6,14,610,6.004447492491827,220,44.09154173317211,0.8112386416548625,0,5.9180894986411055,829.6989019086261
0,19,1005,49.451517647396834,273,39.1426303842821,0.3071881733582311,1,11.617429531884882,952.4942478269571
1,13,412,9.58011722542771,88,25.355842927491217,0.9642497986724854,1,7.585316714508261,1022.4316130605406
3,6,378,58.73411874669699,267,20.116375639841483,0.33388419912282385,1,5.115607299816752,241.5862114804908
2,17,1175,70.24050644526076,162,24.67393279801572,0.5479424838068055,1,6.650335183060422,894.8287109210554
4,6,331,72.78926480699621,249,27.254763483856,0.8620842542510043,1,9.772926305701922,717.0252892544202
4,11,860,81.08008231525007,123,24.452322026130073,0.45133453205195173,0,4.142914362970963,664.8570351585498
0,7,1071,63.91773678361471,116,32.32295632716129,0.3244779302425287,0,10.738652336476637,1069.8693953349405
0,20,615,48.0839846000088,102,23.478171103763046,0.5134941998629068,0,9.960908582414294,944.3010773829407
1,11,695,70.75028462798517,182,23.37707230456221,0.659988255640638,0,6.668576772947225,740.8864178586892
1,14,1113,98.16599737193522,110,44.16037844946836,0.33719106108322994,0,8.786759032490858,1042.643152841762
0,20,713,33.26357229099924,279,41.90152578785005,0.4006066977290506,1,8.897019899698059,821.4563398571203
4,21,892,17.470304802808123,91,16.121340288140612,0.9611920396131448,0,7.7273305584456375,1291.501288148934
3,12,923,37.878228765907984,169,30.326155221404843,0.5927934042160496,1,5.1567059601837855,834.5976518743646
5,22,662,67.22722687376681,196,44.59710909419719,0.7371149016464243,0,9.47363454044028,918.2917364574485
6,19,1096,3.4308091633809545,237,24.80144176648486,0.4374699283308946,0,11.012604884102725,1227.5972243043727
6,20,1058,51.39150379759455,57,31.869161768917984,0.454555695191441,1,11.25435274613363,1281.1581063273468
6,15,420,41.763127445035174,98,40.40199934376649,0.512474795922445,1,4.612470732145397,486.6744648818683
5,17,1011,46.10002295482746,215,33.12909106704578,0.4661795820888258,0,7.0748089541755155,843.9532338643586
2,20,622,62.59702751000885,178,35.032152444568936,0.4783008407420573,0,11.28863455061883,853.0015533031407
6,21,1181,9.082817333620785,297,44.648292202594234,0.8841980138526202,0,10.514078892476922,1395.0629631709942
2,17,929,53.46890640024614,235,28.923870308769104,0.6694292093451178,0,9.502461663318002,1050.7263138923224
1,7,671,92.32933932422848,220,41.552073059076875,0.39452629301420067,0,11.242293202960646,921.6033656878097
0,22,698,30.255615842472107,226,30.688005224260053,0.5124815120875992,0,8.326708035471043,757.0221960347852
5,12,1065,88.23721864073303,122,26.268447717657267,0.49238578141759826,0,4.960311376175073,819.373021949878
3,16,425,49.866555087688354,91,27.836888899612912,0.9577541185169125,0,7.472676852174548,901.6054645525479
2,16,615,24.001826947926897,103,34.98605555259475,0.41517313723600896,0,9.229869621463125,887.5219153408175
4,20,565,24.15613156912967,246,36.755798958616694,0.813421084880102,0,9.50272579422944,993.9706930803128
2,8,550,54.62564509522464,248,23.277648124215453,0.5920744750428129,1,4.217752756656895,447.66171841129676
0,17,974,50.93316450955923,220,18.16156266227479,0.36094047344604313,0,8.682904146527894,890.221153727259
0,11,1005,96.63973502071134,89,44.730067071664116,0.4512830509469178,0,10.595804264861005,1060.2218716807838
4,17,362,66.04264389312868,294,26.215225635348375,0.8797100682776888,0,5.899246733027287,526.9416169188438
4,19,364,78.57393577924209,53,27.598157593093617,0.7179801946205557,0,6.645850558818259,697.3824269513916
6,17,406,89.06344765662129,165,31.750395208068433,0.31159975511790244,1,8.005889758564255,513.8707939491916
2,22,880,10.612108689811539,269,26.74413425512417,0.8233045190350632,1,4.833831785857147,881.4673669288626
6,9,887,54.186387279904814,284,20.633507729024302,0.4625030067307892,1,5.149860054661254,684.6462318141524
0,13,589,77.27457174404341,76,18.02690205703114,0.6682481744432582,1,9.525408636004691,930.5311549109676
6,11,817,54.14220276859033,219,40.33433288824301,0.7167124597076361,1,4.590933441749179,558.6178352900824
4,16,475,13.127392096077529,167,35.30268788298032,0.8967749004115297,0,6.691838467027909,900.243997639332
6,20,696,75.94864633916221,192,15.777346377619818,0.36457784375784297,1,10.99808941016795,784.7416622390484
6,10,1004,81.28220130010149,144,27.230886903578597,0.7234643921564836,1,5.594449855787231,983.1646454932072
3,7,544,77.68660851037346,279,22.08044148493918,0.33796516038735736,0,4.366839936129084,259.54941905551885
0,20,654,91.75600120578655,199,44.91482591616138,0.4187494621853494,1,8.918795632127292,672.5324525694523
6,16,1047,45.05771639267743,285,39.1853779646449,0.6888236812722875,0,8.8491499101685,1017.3566398173575
2,22,312,53.864136225554105,232,38.17854968101383,0.7549799597297999,1,6.0807212579342735,454.5191897626131
4,18,745,34.62957575273159,297,17.358350306714556,0.5063387096154037,1,9.69878180145024,892.7792836396483
4,22,666,11.520953973064119,202,27.571084638349774,0.9387117102748039,1,10.058609105765584,1101.8245132134643
6,6,557,17.173819911875466,55,18.430351567290764,0.9528665936001939,0,8.514555309938167,1195.0105045664322
4,18,676,40.26455757296306,151,15.247598718987208,0.5510656850843718,0,8.949877714518738,940.6569145501005
3,21,861,57.7418921946916,121,19.499650114011658,0.40364317780734116,1,8.849120865395227,927.4562453077855
6,21,1060,4.894276744024662,107,40.449236887342764,0.7649760422321099,0,7.031311641307674,1180.6014167427616
3,14,656,4.0048198221216635,184,35.66660106002693,0.8858827554131945,1,4.230010997612953,810.0581677991349
3,19,547,49.79628244394579,131,30.321818296359922,0.6659252843164787,1,7.628551276011162,779.8002142006729
3,13,1100,69.64244177759272,295,32.566558068807325,0.6550801593126385,0,8.280003019237615,1018.6048115101011
5,20,365,20.16438812541409,297,44.089092743490326,0.6826389238120887,1,7.805360325758931,648.9112433666799
0,7,850,98.0255697697951,289,42.57291681025569,0.6598019994643081,1,7.3432784829129725,789.9394879696271
0,7,311,14.191299133635782,194,32.80405806214098,0.8676921906972979,1,10.38598449207411,855.8679603717804
5,7,687,20.011742973744596,231,19.344952409803348,0.4540091767278992,1,8.279113593299105,814.7401414139998
5,16,866,22.298891906163774,65,22.44056686803021,0.42850522473777947,1,7.130152305203158,999.3472227569737
1,13,834,6.875466043381307,184,41.43156740003148,0.7506245749752423,0,7.264267551259574,1051.3499780578238
1,13,922,92.79164162555948,295,31.021081145472426,0.48416179401516274,1,9.780970392662539,810.8969947569374
6,21,1068,70.53915422029476,276,42.85398089671631,0.4276714906260374,0,5.9131874786337875,758.7577564204972
6,16,359,79.98796846329545,65,21.124003401696804,0.4449450398697775,1,8.802740062428303,721.501665468773
3,22,593,42.32162205621536,163,20.33054084090717,0.39764344428863124,0,5.177763491479504,622.2351763588399
3,13,390,60.97332473595112,100,42.623608578055624,0.6589793717789045,0,8.464272958950685,766.106779768591
5,17,531,41.060971268695404,128,35.87894037834819,0.3326185474784152,1,7.563976125789048,570.0432318260217
5,10,928,84.54119450373423,241,32.02790895140599,0.8048891728657017,0,5.945073651531001,890.7103470446165
4,8,356,20.795577381296827,196,35.27300586533548,0.9624083431824269,0,11.089406415573283,1072.5488197691789
4,16,787,83.06128964690748,227,42.256013597411744,0.956409276540674,1,5.039208544118648,739.4072780869295
2,8,353,39.48257732413338,111,22.7305988525016,0.6595152683340302,0,4.760542785205518,645.4460553385949
1,9,639,52.15277076783349,290,43.639263217775316,0.34987004236135955,0,5.8600113011427695,425.8778974381037
2,12,674,41.9884456324375,76,22.66675015941536,0.7059062371806575,1,10.880949366902872,1180.5672733959384
6,18,733,36.804569254463836,116,40.364901625873316,0.4405635298582349,1,5.409650367864342,703.8809352543989
0,11,392,45.6210825628571,116,31.187574224074343,0.9949047446582997,0,10.981154584521892,1106.0154950053327
0,10,462,77.65018874658661,291,35.93213294013971,0.48349876822938875,0,7.176007830537916,388.8730929253404
0,9,1098,94.23537611040831,201,18.286760366532363,0.44037456022877075,1,9.301816758935047,960.3951381553356
4,12,802,68.33207179669374,168,41.4142594532438,0.624036816992554,1,10.439298915117917,983.4272006821076
1,18,843,78.48826362279989,90,36.363115465653955,0.6152599048694738,1,4.631123518182246,803.2594967017375
6,9,1170,47.833330168585384,165,25.999023175280715,0.7257835337916498,1,7.665580356309361,1236.8440726089225
3,20,1051,52.45401536446449,193,31.209224102886612,0.4336575815024495,0,4.763455117385023,749.2203182939812
5,22,1050,50.89730383038101,184,36.345390017611756,0.44167777650221723,1,6.853628144192198,979.3220138745351
6,20,462,14.119721862753554,215,44.76144995896306,0.31643905624132107,1,4.022177233820439,456.7185460590176
4,9,786,56.01904571007855,260,23.86456168982577,0.4972749242286979,0,8.999639901167127,815.5510789429344
2,18,354,0.35363153257214064,96,20.049871027509166,0.7226576022061135,0,10.351949383435272,1008.8369310440387
0,7,1060,75.36847743532245,224,25.053176568887082,0.801743544199341,0,5.750649990675678,962.2707285513175
4,22,1057,3.926284658507073,68,22.92384070739758,0.5356876978774341,0,6.741757405211704,1115.1612952853152
5,18,1057,36.49343991437235,84,33.55062402585209,0.6405270092380849,0,10.10789130064073,1219.2153252897535
2,18,908,59.375512360574746,214,30.316725286125312,0.33227902192911063,1,5.337777320538746,630.9568733124211
3,7,895,49.731675156106235,212,36.1744693160184,0.9615031934232077,1,8.114920973139817,1043.7407245704653
1,16,591,39.85703495629226,198,37.316203904892916,0.7103518309924468,0,7.857276525132176,913.522532934892
1,21,383,97.48713636588809,106,31.421640954012663,0.39449826885063993,0,5.825605362526987,329.44507009150817
5,13,764,82.62500693013025,166,18.034913827910675,0.6967179974671484,0,8.586634114080372,871.5557095150416
4,11,1126,17.018516173254206,172,16.6840390307446,0.5040364525722695,1,7.756963480441763,1121.5293710664055
3,11,751,58.73880744580763,180,40.74690271160079,0.6122861388044245,1,6.478174393873023,759.9492542008766
4,13,301,47.40428733209705,210,28.172619932602558,0.3409133471010682,0,7.056026810402319,433.3321414030184
0,21,654,93.67382735652387,126,35.76155515617043,0.32048867932404773,1,10.148167686962251,818.6119797890732
0,10,858,94.48794964478019,279,22.446709704201275,0.6925040308671676,0,5.182960197838488,618.3722618320901
3,11,1080,72.02640333401786,287,22.844764412621174,0.8674841172443193,1,8.69485214457333,1057.3486823475587
6,15,361,60.32777474183543,185,31.237980550751345,0.4311472944682868,0,7.577619904833158,491.49119617243525
5,15,480,50.5271446320082,255,19.955522465400453,0.35729134960490716,1,9.283856254105759,570.2270878331537
6,7,614,20.95719701099569,285,36.357394568584,0.5867611757491485,0,6.410835634725398,606.3152956458264
6,22,800,60.69698375459753,73,23.15868310104218,0.5208394058129188,0,4.519414872585721,822.2996717316936
6,9,1051,45.765169936417806,250,17.445073576579347,0.4929886367453246,1,5.03156845047818,745.8216624458973
5,6,306,64.30903686207165,291,22.215514225276262,0.6558962178372827,0,4.887184853168929,331.02959200996605
5,8,880,14.530990803681798,141,16.981791803253127,0.907468862298316,0,7.575195719588677,1250.143145783589
1,22,1042,51.41927960423024,253,39.82063652435667,0.7832027006591329,1,8.409160452438883,1024.8498254266394
6,19,607,71.9318940093568,281,28.30648123519913,0.3801536947214524,0,7.668910060389934,527.5237336528986
5,11,445,55.60671896386048,58,32.07696840582395,0.8145885158880235,1,9.128791856290539,886.2281422191016
5,15,754,97.27898844396792,94,41.908925808825416,0.6348008599099855,0,9.850419638791678,960.2886169959017
5,10,1163,39.868207937799504,180,34.6444761492805,0.5976888780730565,0,4.004320395765288,979.0809112903142
4,19,579,81.44790250785519,121,30.178643703468424,0.7678121612864803,0,9.631717833850587,932.3775985986828
1,7,390,97.52094523455024,133,36.44509239078962,0.5786401613535128,0,10.947135470605346,711.0615220983474
4,17,569,6.594840997678119,132,44.69727633453469,0.32448149329232756,0,9.119602716698022,811.2917987110652
1,21,358,95.80522949394769,209,32.7307693543177,0.6845810995769481,0,8.818805416528374,645.350848446033
1,19,738,5.347406386563058,52,32.74411907477264,0.9206549688629249,0,10.478671191188578,1375.684099053414
2,16,402,75.62225383118863,190,41.663387920201764,0.4794129758657757,1,10.040361937949685,662.5319962306652
2,12,811,60.81082222953472,202,43.465262044050974,0.46227168479879255,1,11.55349867404334,997.6788377530326
3,20,406,66.98974452378373,109,30.33906379788818,0.6481628042856653,1,10.454189185797627,781.3850881834048
6,13,1031,87.41419042050912,180,37.63110559403533,0.549305233504445,0,6.209398652599704,881.2477922727151
0,7,645,92.61362500195088,109,38.9044455116677,0.730984002945227,0,6.041842452981974,668.8874157240961
6,7,845,14.72929247279733,296,24.206750735286253,0.9487508712196941,1,5.437014633892426,1021.5639755625346
5,14,1043,0.1702648730041667,166,19.945250758298563,0.6953698356023387,1,4.566894396774979,1002.6927736570365
3,9,592,28.582016885689498,270,28.271494218043138,0.8145065963797526,1,4.012393661362072,569.3468081783607
5,9,520,72.29320353579145,173,17.71525933137446,0.7394093064287652,0,6.2007077924890215,654.1438124641852
2,22,460,1.1409793062202356,235,15.735325215923453,0.8372165047761719,0,7.028263473501646,779.2662600495738
6,11,357,34.89555324528359,160,44.00033998400029,0.5696180877846189,1,8.850026633498938,745.5810976577511
0,9,622,59.8867021060712,269,19.405961331405557,0.4724629991069118,0,9.026822547152662,655.546037725014
4,8,1171,64.71361027812712,238,42.18846288165392,0.6766397174143042,1,4.191734318795099,931.3928617459878
4,20,1099,67.5198177381063,169,22.3378260865358,0.43165655077801424,0,4.014871040473088,877.4866657818487
2,17,673,54.62969370443176,296,40.411505924130495,0.8595127505550757,0,7.218209974401893,861.874355507304
1,20,722,33.304653672358775,56,33.06837556930393,0.652762965820892,0,7.3403860161643975,1016.5898718603246
0,22,857,20.120689847564556,279,30.37340669551931,0.9553919594685572,1,4.5565072292437,866.9811319516222
2,19,542,26.743842093731264,113,43.784099870575076,0.8147246728060238,0,4.069075882590029,775.1198815565682
4,21,428,87.72056134817396,90,44.93282989519677,0.7654377674245398,0,10.12210619075171,851.0738940431931
2,11,459,77.5648760456119,236,36.472890671727086,0.5812514004530007,0,5.3051682515240035,482.74877166768607
5,17,1018,78.68221795524775,52,21.640410710079664,0.45486634880978066,1,4.87421823625726,852.1200160588353
0,15,402,46.45370069533361,187,28.997601363015114,0.5427804681480852,1,8.903016028193427,649.3879379732449
1,9,945,43.38291305194305,237,41.89857657743761,0.5758644942857105,0,7.288680956617593,911.5747742794812
3,18,1119,53.46648572118751,175,15.726716167451416,0.51669401331419,0,8.59506629946766,1080.1660468152756
2,7,580,98.30153138323517,185,25.928826978048583,0.9509357237964835,0,7.729748139013367,812.0410849024954
1,10,935,68.08844092084611,168,37.11740003641316,0.3988663950010837,1,8.794376144225014,852.9328831319666
4,18,852,9.230078194667513,277,44.292728155804085,0.7160679255534492,1,8.019845268465897,973.8094583950257
6,14,408,86.01024336901696,156,43.56564968013643,0.41103721079354033,1,10.975042633519404,629.7950183827793
